"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","GHECAUSES (CODE)","GHECAUSES (DISPLAY)","GHECAUSES (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","RUS","Russian Federation","","BTSX","Both sexes","","GHE118","Chronic obstructive pulmonary disease","","723","723.29462","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","RWA","Rwanda","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","738","737.74402","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BDI","Burundi","","MLE","Male","","GHE039","Lower respiratory infections","","753","753.04315","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LTU","Lithuania","","FMLE","Female","","GHE113","Ischaemic heart disease","","765","764.91498","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ALB","Albania","","BTSX","Both sexes","","GHE114","Stroke","","780","780.29126","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","BTSX","Both sexes","","GHE113","Ischaemic heart disease","","809","809.45966","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","GHE114","Stroke","","820","819.72156","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","AGO","Angola","","MLE","Male","","GHE113","Ischaemic heart disease","","838","838.12500","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BFA","Burkina Faso","","MLE","Male","","GHE114","Stroke","","862","861.55737","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BFA","Burkina Faso","","FMLE","Female","","GHE114","Stroke","","873","873.01575","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BFA","Burkina Faso","","MLE","Male","","GHE039","Lower respiratory infections","","888","887.98480","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MDG","Madagascar","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","914","913.63208","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","RWA","Rwanda","","BTSX","Both sexes","","GHE114","Stroke","","940","940.04779","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","GRC","Greece","","FMLE","Female","","GHE114","Stroke","","957","957.00781","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SRB","Serbia","","MLE","Male","","GHE068","Trachea, bronchus, lung cancers","","978","977.99664","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","YEM","Yemen","","FMLE","Female","","GHE114","Stroke","","997","997.10504","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BDI","Burundi","","BTSX","Both sexes","","GHE114","Stroke","","1025","1024.81946","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","YEM","Yemen","","FMLE","Female","","GHE113","Ischaemic heart disease","","1060","1060.17627","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SRB","Serbia","","FMLE","Female","","GHE114","Stroke","","1080","1079.89563","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","EGY","Egypt","","MLE","Male","","GHE118","Chronic obstructive pulmonary disease","","1100","1099.92065","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MDG","Madagascar","","BTSX","Both sexes","","GHE113","Ischaemic heart disease","","1135","1135.08923","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","CIV","Côte d'Ivoire","","MLE","Male","","GHE114","Stroke","","1157","1157.24280","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","KEN","Kenya","","BTSX","Both sexes","","GHE113","Ischaemic heart disease","","1192","1191.53125","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BLR","Belarus","","FMLE","Female","","GHE114","Stroke","","1206","1205.94910","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SDN","Sudan","","FMLE","Female","","GHE039","Lower respiratory infections","","1224","1223.89795","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","VEN","Venezuela (Bolivarian Republic of)","","FMLE","Female","","GHE113","Ischaemic heart disease","","1253","1253.12817","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","MLE","Male","","GHE114","Stroke","","1318","1318.28919","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","DZA","Algeria","","","","","","","","41","40.62454","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ATG","Antigua and Barbuda","","","","","","","","19","19.46280","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BHS","Bahamas","","","","","","","","17","16.55885","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BGD","Bangladesh","","","","","","","","24","24.12040","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BTN","Bhutan","","","","","","","","40","39.62247","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BIH","Bosnia and Herzegovina","","","","","","","","92","92.41135","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BDI","Burundi","","","","","","","","48","48.11649","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CAN","Canada","","","","","","","","5","5.41016","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","COL","Colombia","","","","","","","","17","16.64984","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COG","Congo","","","","","","","","29","29.02747","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CZE","Czechia","","","","","","","","29","29.08998","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","PRK","Democratic People's Republic of Korea","","","","","","","","63","62.98040","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ECU","Ecuador","","","","","","","","14","13.71626","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GNQ","Equatorial Guinea","","","","","","","","29","29.41062","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","FRA","France","","","","","","","","8","8.12143","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GMB","Gambia","","","","","","","","21","21.36018","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","GTM","Guatemala","","","","","","","","19","19.31102","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","GUY","Guyana","","","","","","","","30","30.30855","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","IDN","Indonesia","","","","","","","","38","37.82562","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","IRQ","Iraq","","","","","","","","31","30.59999","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","JOR","Jordan","","","","","","","","43","43.36133","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","KEN","Kenya","","","","","","","","12","11.99326","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","LBN","Lebanon","","","","","","","","30","30.23535","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","LBY","Libya","","","","","","","","33","32.68145","","","","",""
